discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_name,country_code,country_3_letter_code
Alpine Skiing,beijing-2022,Women's Slalom,Women,BRONZE,Athlete,Wendy HOLDENER,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Slalom,Women,SILVER,Athlete,Katharina LIENSBERGER,Austria,AT,AUT
Skeleton,beijing-2022,Women,Women,SILVER,Athlete,Jackie NARRACOTT,Australia,AU,AUS
Skeleton,beijing-2022,Women,Women,GOLD,Athlete,Hannah NEISE,Germany,DE,GER
Skeleton,beijing-2022,Women,Women,BRONZE,Athlete,Kimberley BOS,Netherlands,NL,NED
Skeleton,beijing-2022,Men,Men,SILVER,Athlete,Axel JUNGK,Germany,DE,GER
Skeleton,beijing-2022,Men,Men,BRONZE,Athlete,Wengang YAN,People's Republic of China,CN,CHN
Skeleton,beijing-2022,Men,Men,GOLD,Athlete,Christopher GROTHEER,Germany,DE,GER
Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,SILVER,Athlete,Maja DAHLQVIST,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,BRONZE,Athlete,Jessica DIGGINS,United States of America,US,USA
Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,GOLD,Athlete,Jonna SUNDLING,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,GOLD,GameTeam,Katharina HENNIG,Germany,DE,GER
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,GOLD,GameTeam,Victoria CARL,Germany,DE,GER
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,SILVER,GameTeam,Maja DAHLQVIST,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,SILVER,GameTeam,Jonna SUNDLING,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,BRONZE,GameTeam,Yulia STUPAK,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,BRONZE,GameTeam,Natalia NEPRYAEVA,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,GOLD,GameTeam,Erik VALNES,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,GOLD,GameTeam,Johannes Hoesflot KLAEBO,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,Iivo NISKANEN,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,Joni MAEKI,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,Alexander BOLSHUNOV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,Alexander TERENTEV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,GOLD,Athlete,Alexander BOLSHUNOV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,SILVER,Athlete,Denis SPITSOV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,BRONZE,Athlete,Iivo NISKANEN,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's 4 x 10km Relay,Men,GOLD,GameTeam,,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 4 x 10km Relay,Men,SILVER,GameTeam,,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's 4 x 10km Relay,Men,BRONZE,GameTeam,,France,FR,FRA
Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,BRONZE,Athlete,Teresa STADLOBER,Austria,AT,AUT
Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,SILVER,Athlete,Natalia NEPRYAEVA,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,GOLD,Athlete,Therese JOHAUG,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,SILVER,Athlete,Jessica DIGGINS,United States of America,US,USA
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,BRONZE,Athlete,Kerttu NISKANEN,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,GOLD,Athlete,Therese JOHAUG,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,GOLD,Athlete,Therese JOHAUG,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,SILVER,Athlete,Kerttu NISKANEN,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,BRONZE,Athlete,Krista PARMAKOSKI,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,GOLD,Athlete,Alexander BOLSHUNOV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,SILVER,Athlete,Ivan YAKIMUSHKIN,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,BRONZE,Athlete,Simen Hegstad KRUEGER,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,GOLD,Athlete,Iivo NISKANEN,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,BRONZE,Athlete,Johannes Hoesflot KLAEBO,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,SILVER,Athlete,Alexander BOLSHUNOV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,GOLD,GameTeam,,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,SILVER,GameTeam,,Germany,DE,GER
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,BRONZE,GameTeam,,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,SILVER,Athlete,Federico PELLEGRINO,Italy,IT,ITA
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,BRONZE,Athlete,Alexander TERENTEV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,GOLD,Athlete,Johannes Hoesflot KLAEBO,Norway,NO,NOR
Speed skating,beijing-2022,Men's 1500m,Men,BRONZE,Athlete,Min Seok KIM,Republic of Korea,KR,KOR
Speed skating,beijing-2022,Men's 1500m,Men,GOLD,Athlete,Kjeld NUIS,Netherlands,NL,NED
Speed skating,beijing-2022,Men's 1500m,Men,SILVER,Athlete,Thomas KROL,Netherlands,NL,NED
Speed skating,beijing-2022,Women's 1000m,Women,SILVER,Athlete,Jutta LEERDAM,Netherlands,NL,NED
Speed skating,beijing-2022,Women's 1000m,Women,GOLD,Athlete,Miho TAKAGI,Japan,JP,JPN
Speed skating,beijing-2022,Women's 1000m,Women,BRONZE,Athlete,Brittany BOWE,United States of America,US,USA
Speed skating,beijing-2022,Women's Team Pursuit,Women,GOLD,GameTeam,,Canada,CA,CAN
Speed skating,beijing-2022,Women's Team Pursuit,Women,SILVER,GameTeam,,Japan,JP,JPN
Speed skating,beijing-2022,Women's Team Pursuit,Women,BRONZE,GameTeam,,Netherlands,NL,NED
Speed skating,beijing-2022,Men's 1000m,Men,SILVER,Athlete,Laurent DUBREUIL,Canada,CA,CAN
Speed skating,beijing-2022,Men's 1000m,Men,BRONZE,Athlete,Havard LORENTZEN,Norway,NO,NOR
Speed skating,beijing-2022,Men's 1000m,Men,GOLD,Athlete,Thomas KROL,Netherlands,NL,NED
Speed skating,beijing-2022,Women's Mass Start,Women,BRONZE,Athlete,Francesca LOLLOBRIGIDA,Italy,IT,ITA
Speed skating,beijing-2022,Women's Mass Start,Women,SILVER,Athlete,Ivanie BLONDIN,Canada,CA,CAN
Speed skating,beijing-2022,Women's Mass Start,Women,GOLD,Athlete,Irene SCHOUTEN,Netherlands,NL,NED
Speed skating,beijing-2022,Men's 5000m,Men,SILVER,Athlete,Patrick ROEST,Netherlands,NL,NED
Speed skating,beijing-2022,Men's 5000m,Men,GOLD,Athlete,Nils VAN DER POEL,Sweden,SE,SWE
Speed skating,beijing-2022,Men's 5000m,Men,BRONZE,Athlete,Hallgeir ENGEBRAATEN,Norway,NO,NOR
Speed skating,beijing-2022,Women's 5000m,Women,BRONZE,Athlete,Martina SABLIKOVA,Czech Republic,CZ,CZE
Speed skating,beijing-2022,Women's 5000m,Women,SILVER,Athlete,Isabelle WEIDEMANN,Canada,CA,CAN
Speed skating,beijing-2022,Women's 5000m,Women,GOLD,Athlete,Irene SCHOUTEN,Netherlands,NL,NED
Speed skating,beijing-2022,Women's 3000m,Women,BRONZE,Athlete,Isabelle WEIDEMANN,Canada,CA,CAN
Speed skating,beijing-2022,Women's 3000m,Women,SILVER,Athlete,Francesca LOLLOBRIGIDA,Italy,IT,ITA
Speed skating,beijing-2022,Women's 3000m,Women,GOLD,Athlete,Irene SCHOUTEN,Netherlands,NL,NED
Speed skating,beijing-2022,Men's 10000m,Men,BRONZE,Athlete,Davide GHIOTTO,Italy,IT,ITA
Speed skating,beijing-2022,Men's 10000m,Men,GOLD,Athlete,Nils VAN DER POEL,Sweden,SE,SWE
Speed skating,beijing-2022,Men's 10000m,Men,SILVER,Athlete,Patrick ROEST,Netherlands,NL,NED
Speed skating,beijing-2022,Men's Mass Start,Men,SILVER,Athlete,Jaewon CHUNG,Republic of Korea,KR,KOR
Speed skating,beijing-2022,Men's Mass Start,Men,GOLD,Athlete,Bart SWINGS,Belgium,BE,BEL
Speed skating,beijing-2022,Men's Mass Start,Men,BRONZE,Athlete,Seung Hoon LEE,Republic of Korea,KR,KOR
Speed skating,beijing-2022,Men's Team Pursuit,Men,GOLD,GameTeam,,Norway,NO,NOR
Speed skating,beijing-2022,Men's Team Pursuit,Men,SILVER,GameTeam,,ROC,ROC,ROC
Speed skating,beijing-2022,Men's Team Pursuit,Men,BRONZE,GameTeam,,United States of America,US,USA
Speed skating,beijing-2022,Women's 1500m,Women,SILVER,Athlete,Miho TAKAGI,Japan,JP,JPN
Speed skating,beijing-2022,Women's 1500m,Women,BRONZE,Athlete,Antoinette DE JONG,Netherlands,NL,NED
Speed skating,beijing-2022,Women's 1500m,Women,GOLD,Athlete,Ireen WÜST,Netherlands,NL,NED
Speed skating,beijing-2022,Women's 500m,Women,GOLD,Athlete,Erin JACKSON,United States of America,US,USA
Speed skating,beijing-2022,Women's 500m,Women,BRONZE,Athlete,Angelina GOLIKOVA,ROC,ROC,ROC
Speed skating,beijing-2022,Women's 500m,Women,SILVER,Athlete,Miho TAKAGI,Japan,JP,JPN
Speed skating,beijing-2022,Men's 500m,Men,GOLD,Athlete,Tingyu GAO,People's Republic of China,CN,CHN
Speed skating,beijing-2022,Men's 500m,Men,SILVER,Athlete,Min Kyu CHA,Republic of Korea,KR,KOR
Speed skating,beijing-2022,Men's 500m,Men,BRONZE,Athlete,Wataru MORISHIGE,Japan,JP,JPN
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,SILVER,Athlete,Joergen GRAABAK,Norway,NO,NOR
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,GOLD,Athlete,Vinzenz GEIGER,Germany,DE,GER
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,BRONZE,Athlete,Lukas GREIDERER,Austria,AT,AUT
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,BRONZE,Athlete,Akito WATABE,Japan,JP,JPN
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,GOLD,Athlete,Joergen GRAABAK,Norway,NO,NOR
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,SILVER,Athlete,Jens Luraas OFTEBRO,Norway,NO,NOR
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,GOLD,GameTeam,,Norway,NO,NOR
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,SILVER,GameTeam,,Germany,DE,GER
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,BRONZE,GameTeam,,Japan,JP,JPN
Bobsleigh,beijing-2022,4-man,Open,GOLD,GameTeam,,Germany,DE,GER
Bobsleigh,beijing-2022,4-man,Open,SILVER,GameTeam,,Germany,DE,GER
Bobsleigh,beijing-2022,4-man,Open,BRONZE,GameTeam,,Canada,CA,CAN
Bobsleigh,beijing-2022,Women's Monobob,Women,SILVER,Athlete,Elana MEYERS TAYLOR,United States of America,US,USA
Bobsleigh,beijing-2022,Women's Monobob,Women,BRONZE,Athlete,Christine DE BRUIN,Canada,CA,CAN
Bobsleigh,beijing-2022,Women's Monobob,Women,GOLD,Athlete,Kaillie HUMPHRIES,United States of America,US,USA
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Francesco FRIEDRICH,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Thorsten MARGIS,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Johannes LOCHNER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Florian BAUER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Christoph HAFER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Matthias SOMMER,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Laura NOLTE,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Deborah LEVI,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Mariama JAMANKA,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Alexandra BURGHARDT,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,Elana MEYERS TAYLOR,United States of America,US,USA
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,Sylvia HOFFMAN,United States of America,US,USA
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Fatima GALVEZ,Spain,ES,ESP
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Alberto FERNANDEZ,Spain,ES,ESP
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,Alessandra PERILLI,San Marino,SM,SMR
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,Gian Marco BERTI,San Marino,SM,SMR
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,Madelynn Ann BERNAU,United States of America,US,USA
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,Brian BURROWS,United States of America,US,USA
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,SILVER,Athlete,Yulia ZYKOVA,ROC,ROC,ROC
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,BRONZE,Athlete,Yulia KARIMOVA,ROC,ROC,ROC
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,GOLD,Athlete,Nina CHRISTEN,Switzerland,CH,SUI
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,BRONZE,Athlete,Milenko SEBIC,Serbia,RS,SRB
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,GOLD,Athlete,Changhong ZHANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,SILVER,Athlete,Sergey KAMENSKIY,ROC,ROC,ROC
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,GOLD,Athlete,Jean QUIQUAMPOIX,France,FR,FRA
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,SILVER,Athlete,Leuris PUPO,Cuba,CU,CUB
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,BRONZE,Athlete,Yuehong LI,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,BRONZE,Athlete,Haoran YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,SILVER,Athlete,Lihao SHENG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,GOLD,Athlete,William SHANER,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle women,Women,BRONZE,Athlete,Nina CHRISTEN,Switzerland,CH,SUI
Shooting,tokyo-2020,10m Air Rifle women,Women,GOLD,Athlete,Qian YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle women,Women,SILVER,Athlete,Anastasiia GALASHINA,ROC,ROC,ROC
Shooting,tokyo-2020,Trap Men,Men,GOLD,Athlete,Jiri LIPTAK,Czech Republic,CZ,CZE
Shooting,tokyo-2020,Trap Men,Men,SILVER,Athlete,David KOSTELECKY,Czech Republic,CZ,CZE
Shooting,tokyo-2020,Trap Men,Men,BRONZE,Athlete,Matthew John COWARD HOLLEY,Great Britain,GB,GBR
Shooting,tokyo-2020,Skeet women,Women,SILVER,Athlete,Diana BACOSI,Italy,IT,ITA
Shooting,tokyo-2020,Skeet women,Women,BRONZE,Athlete,Meng WEI,People's Republic of China,CN,CHN
Shooting,tokyo-2020,Skeet women,Women,GOLD,Athlete,Amber ENGLISH,United States of America,US,USA
Shooting,tokyo-2020,Trap women,Women,BRONZE,Athlete,Alessandra PERILLI,San Marino,SM,SMR
Shooting,tokyo-2020,Trap women,Women,GOLD,Athlete,Zuzana STEFECEKOVA,Slovakia,SK,SVK
Shooting,tokyo-2020,Trap women,Women,SILVER,Athlete,Kayle BROWNING,United States of America,US,USA
Shooting,tokyo-2020,10m Air Pistol women,Women,GOLD,Athlete,Vitalina BATSARASHKINA,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol women,Women,SILVER,Athlete,Antoaneta BONEVA,Bulgaria,BG,BUL
Shooting,tokyo-2020,10m Air Pistol women,Women,BRONZE,Athlete,Ranxin JIANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,Qian YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,Haoran YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,Mary Carolynn TUCKER,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,Lucas KOZENIESKY,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,Yulia KARIMOVA,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,Sergey KAMENSKIY,ROC,ROC,ROC
Shooting,tokyo-2020,25m Pistol Women,Women,BRONZE,Athlete,Jiaruixuan XIAO,People's Republic of China,CN,CHN
Shooting,tokyo-2020,25m Pistol Women,Women,GOLD,Athlete,Vitalina BATSARASHKINA,ROC,ROC,ROC
Shooting,tokyo-2020,25m Pistol Women,Women,SILVER,Athlete,Minjung KIM,Republic of Korea,KR,KOR
Shooting,tokyo-2020,10m Air Pistol Men,Men,SILVER,Athlete,Damir MIKEC,Serbia,RS,SRB
Shooting,tokyo-2020,10m Air Pistol Men,Men,BRONZE,Athlete,Wei PANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Pistol Men,Men,GOLD,Athlete,Javad FOROUGHI,Islamic Republic of Iran,IR,IRI
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,Ranxin JIANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,Wei PANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,Vitalina BATSARASHKINA,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,Artem CHERNOUSOV,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Olena KOSTEVYCH,Ukraine,UA,UKR
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Oleh OMELCHUK,Ukraine,UA,UKR
Shooting,tokyo-2020,Skeet Men,Men,BRONZE,Athlete,Abdullah ALRASHIDI,Kuwait,KW,KUW
Shooting,tokyo-2020,Skeet Men,Men,GOLD,Athlete,Vincent HANCOCK,United States of America,US,USA
Shooting,tokyo-2020,Skeet Men,Men,SILVER,Athlete,Jesper HANSEN,Denmark,DK,DEN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,Zongyuan WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,Siyi XIE,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,Andrew CAPOBIANCO,United States of America,US,USA
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,Mike HIXON,United States of America,US,USA
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Patrick HAUSDING,Germany,DE,GER
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Lars RUDIGER,Germany,DE,GER
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,Tingmao SHI,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,Han WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Jennifer ABEL,Canada,CA,CAN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Melissa CITRINI BEAULIEU,Canada,CA,CAN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Lena HENTSCHEL,Germany,DE,GER
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Tina PUNZEL,Germany,DE,GER
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Thomas DALEY,Great Britain,GB,GBR
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Matty LEE,Great Britain,GB,GBR
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,Yuan CAO,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,Aisen CHEN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,Aleksandr BONDAR,ROC,ROC,ROC
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,Viktor MINIBAEV,ROC,ROC,ROC
Diving,tokyo-2020,Men's 3m Springboard,Men,BRONZE,Athlete,Jack LAUGHER,Great Britain,GB,GBR
Diving,tokyo-2020,Men's 3m Springboard,Men,SILVER,Athlete,Zongyuan WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's 3m Springboard,Men,GOLD,Athlete,Siyi XIE,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,Yuxi CHEN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,Jiaqi ZHANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,Jessica PARRATTO,United States of America,US,USA
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,Delaney SCHNELL,United States of America,US,USA
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Gabriela Belem AGUNDEZ GARCIA,Mexico,MX,MEX
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Alejandra OROZCO,Mexico,MX,MEX
Diving,tokyo-2020,Women's 10m Platform,Women,SILVER,Athlete,Yuxi CHEN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 10m Platform,Women,BRONZE,Athlete,Melissa WU,Australia,AU,AUS
Diving,tokyo-2020,Women's 10m Platform,Women,GOLD,Athlete,Hongchan QUAN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's 10m Platform,Men,BRONZE,Athlete,Thomas DALEY,Great Britain,GB,GBR
Diving,tokyo-2020,Men's 10m Platform,Men,SILVER,Athlete,Jian YANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's 10m Platform,Men,GOLD,Athlete,Yuan CAO,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,SILVER,Athlete,Han WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,GOLD,Athlete,Tingmao SHI,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,BRONZE,Athlete,Krysta PALMER,United States of America,US,USA
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,SILVER,Athlete,Laurence VINCENT-LAPOINTE,Canada,CA,CAN
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,BRONZE,Athlete,Liudmyla LUZAN,Ukraine,UA,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,GOLD,Athlete,Nevin HARRISON,United States of America,US,USA
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Serguey TORRES,Cuba,CU,CUB
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Fernando Dayan JORGE,Cuba,CU,CUB
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,Hao LIU,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,Pengfei ZHENG,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Sebastian BRENDEL,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Tim HECKER,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,GOLD,GameTeam,,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,SILVER,GameTeam,,Spain,ES,ESP
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,BRONZE,GameTeam,,Slovakia,SK,SVK
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Jean VAN DER WESTHUYZEN,Australia,AU,AUS
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Thomas GREEN,Australia,AU,AUS
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,Max HOFF,Germany,DE,GER
